id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5262658,Private Cozy Apt in Tokyo 311,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73588,139.63159,Entire home/apt,8674,3,119,2022-11-28,1.24,9,87,2,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
1306664,3rd floor penthouse @ heart of TKO,7103955,Masaharu,,Shinjuku Ku,35.70263,139.74147,Entire home/apt,56143,2,171,2022-12-10,1.52,2,19,8,M130003681
1394124,Solar power/Car space/near to park,5710367,David,,Meguro Ku,35.62039,139.69983,Entire home/apt,59286,2,246,2022-12-10,2.15,1,67,18,Hotels and Inns Business Act | 目黒区保健所 | 目健衛環き第88号
5407938,Heart of Shinjuku/Free Pocket Wifi/Homey^^,28035085,Koichi,,Shinjuku Ku,35.69346,139.70823,Entire home/apt,10000,2,285,2021-04-11,3.01,4,0,0,M130004171
1441639,Wahuu Style APT,7740848,K Family,,Katsushika Ku,35.7362,139.85178,Entire home/apt,13157,1,314,2022-12-24,2.74,8,103,10,M130002147
5410242,Steve's International Guest Place,28045851,Steve,,Suginami Ku,35.70055,139.60022,Entire home/apt,7245,4,53,2022-11-19,0.62,1,171,2,M130000018
1526132,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室(和室) B,8142772,Min & Haru,,Shinjuku Ku,35.69857,139.704,Private room,5850,2,168,2022-12-20,1.48,11,111,12,M130002186
5464293,Finest Cafe/Bar/Hotel 3F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70459,139.63712,Entire home/apt,8000,2,138,2022-12-09,1.46,4,313,4,Hotels and Inns Business Act | 杉並区杉並保健所 | 31杉保衛環第50号
1544970,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室(和室) A,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70432,Private room,5850,2,133,2022-06-26,1.18,11,84,3,M130002186
5464305,Finest Cafe/Bar/Hotel 2F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70656,139.63583,Entire home/apt,7500,2,142,2022-12-12,1.51,4,246,16,Hotels and Inns Business Act | 東京都杉並区保健所 | 31杉保衛環第50号
1571298,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No1 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Shared room,5727,2,171,2022-12-13,1.51,11,176,3,M130002186
5633430,Furnished Private Apt. 412 www.airbnb.jp/c/a87d19,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.7359,139.63151,Entire home/apt,10676,3,40,2022-11-23,0.42,9,86,1,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
1574946,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No4 シェアルーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,5727,2,143,2022-11-20,1.27,11,173,2,M130002186
5641920,#312 Furnished Private Apt.,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.7348,139.63141,Entire home/apt,10676,3,26,2022-11-28,0.28,9,86,2,Hotels and Inns Business Act | 中野区保健所 |  30中環生環第52号
1600454,"cute room, safty residential area in west-Tokyo",8529477,Mari,,Setagaya Ku,35.65897,139.60988,Private room,3300,2,45,2022-09-11,0.40,2,0,3,M130000196
5661072,Shinjuku Hyakunincho 3mins to JR station,21504159,Michi,,Shinjuku Ku,35.70035,139.6967,Entire home/apt,14943,2,123,2022-12-29,1.30,24,79,2,M130004190
1600758,Enjoy a unique house in a green residential area!,8529477,Mari,,Setagaya Ku,35.65933,139.60847,Private room,3300,2,17,2022-12-20,0.31,2,5,4,M130000196
5673677,羽根木の森の部屋,15282125,Kanako,,Setagaya Ku,35.66432,139.65839,Private room,9500,4,60,2022-12-14,0.67,2,78,3,M130008796
1732795,"4 Bed-rooms, 2 toilets, shower, Traditional rooms",6606987,K & N,,Katsushika Ku,35.73784,139.85201,Entire home/apt,26929,1,314,2022-12-22,2.81,3,43,10,Hotels and Inns Business Act | 葛飾区保健所 | 4葛保生環令第75号
5738050,Enjoy local life in Tokyo,29758027,Chieko,,Ota Ku,35.56976,139.69158,Entire home/apt,5000,3,149,2022-12-27,1.58,1,26,14,Special Economic Zoning Act | 30健生発第10252号
1919541,share house 'Miraie' @JR Osaki,9951050,Takashi&Li,,Shinagawa Ku,35.61794,139.72313,Private room,4000,30,233,2022-07-31,2.10,1,85,4,M130001466
5815506,東京根津ステンドグラス美術館＆ゲストハウス（Since 2008),18289292,武男,,Bunkyo Ku,35.71934,139.76508,Private room,5300,1,35,2022-12-20,0.80,1,247,3,M130006097
1997959,Stylish Apartment in Tokyo with Rooftop & Blue Sky,10294366,Ryusuke,,Setagaya Ku,35.63858,139.64624,Entire home/apt,30457,4,111,2022-12-27,1.04,1,249,5,M130000611
2080626,5BR Diplomat house 2mins to JRstn. UrbanZenRetreat,9203725,Tokyo,,Ota Ku,35.58862,139.72755,Entire home/apt,150000,3,57,2018-06-17,0.53,15,338,0,M130032025
5876019,"Residential area, Peaceful Traditional House 1",20307199,Hotaka,,Higashimurayama Shi,35.76544,139.44477,Entire home/apt,15000,5,72,2022-03-27,0.78,3,305,3,M130000492
2129583,＊B＊Tranquil Retreat with LOFT& WIFI near Shinjuku!,9203725,Tokyo,,Suginami Ku,35.67273,139.65974,Entire home/apt,40857,2,9,2020-07-15,0.09,15,353,0,Hotels and Inns Business Act | 東京都杉並区杉並保健所 | 30杉保衛環第331号
2219300,＊C＊Tranquil Studio with Loft&WIFI near Shinjuku !,9203725,Tokyo,,Suginami Ku,35.67273,139.65974,Entire home/apt,40000,2,16,2020-02-25,0.17,15,205,0,Hotels and Inns Business Act | 東京都杉並区杉並保健所 | 30杉保衛環第331号
5923885,高円寺駅から徒歩7分、新宿駅まで電車6分,30760980,Rei,,Suginami Ku,35.7078449,139.6550038,Entire home/apt,10857,2,3,2022-12-12,3,1,221,3,M130004348
2238472,Spacious! Shibuya House w/Garden,11430874,Kako & Keiko,,Shibuya Ku,35.67191,139.68367,Private room,29000,1,160,2022-12-21,1.50,1,183,3,M130000961
5932309,"Japanese cosy vintage house, easy access in Tokyo",30745996,Chie,,Kita Ku,35.74408,139.72525,Entire home/apt,12500,2,218,2022-07-04,2.34,1,63,5,M130000232
2491507,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No5 シェアルーム,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70433,Shared room,4906,2,83,2022-12-12,0.78,11,177,1,M130002186
5936568,3Private apartment Tokyo machida,22038803,Suda,,Machida Shi,35.56134,139.46284,Entire home/apt,4500,5,61,2022-07-12,0.65,1,121,8,M130000362
2602722,＊新宿・大久保徒歩圏内 コンビニ徒歩1分 屋上から夜景ビュー No2 ドミトリールーム,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Shared room,5727,2,162,2022-12-21,1.52,11,171,5,M130002186
2645379,＊新宿・大久保徒歩圏内＊個室5人まで同料金&最大8人まで同室貸切！,8142772,Min & Haru,,Shinjuku Ku,35.69848,139.70433,Private room,21286,2,72,2019-11-05,0.68,11,0,0,M130002186
5949669,"#201 / 7mins Sta,Tatami queen room. convinient",30883070,Takeshi,,Koto Ku,35.68285,139.81551,Private room,8690,1,359,2022-11-25,3.93,32,109,29,Hotels and Inns Business Act | 東京都江東区保健所 | ２８江健生環き第１０４号
2803972,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.70561,139.37975,Entire home/apt,4600,3,35,2022-09-12,0.35,2,36,5,M130000081
5963368,Near池袋-Trad. JP. villa w/ free wifi,29681737,文娟,,Nerima Ku,35.7646,139.66835,Private room,6945,1,36,2019-06-22,0.39,5,357,0,M130001805
2839061,Work desk/Central TYO/Discover local life&culture,4839990,Toshiyuki,,Bunkyo Ku,35.72035,139.76445,Private room,9951,3,81,2022-12-20,0.89,1,46,5,M130016568
5979941,"7min to Station, Japanese style room, Free WiFi",30840659,Guesthouse,,Katsushika Ku,35.76776,139.86466,Private room,5213,2,28,2022-11-27,0.30,3,87,1,Hotels and Inns Business Act | 東京都葛飾区保健所 | 26葛保生第3209号
2867835,Lively town flat for family stay,9360394,Vann Amor,,Adachi Ku,35.79124,139.79102,Entire home/apt,15360,7,7,2022-08-25,0.07,4,79,1,M130004932
6050643,"Residential area, Peaceful Traditional House 3",20307199,Hotaka,,Higashimurayama Shi,35.76676,139.44505,Entire home/apt,32409,5,59,2022-12-02,0.63,3,65,2,M130000493
2883497,東京下町生活,6969809,Kota,,Taito Ku,35.72208,139.78049,Entire home/apt,22043,1,255,2022-12-16,2.45,1,325,1,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第79号
6120428,"cozy apartment, Free Wi-Fi♪",16362794,Susumu,,Itabashi Ku,35.75913,139.68681,Entire home/apt,4929,3,182,2022-12-02,1.97,1,16,6,M130002626
2883753,Modern Tatami dining with comfy bed,9360394,Vann Amor,,Adachi Ku,35.79137,139.79205,Entire home/apt,15360,7,3,2018-11-29,0.06,4,83,0,M130004931
6128894,Room201 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72151,Private room,3200,3,64,2022-12-16,0.69,4,4,4,M130001128
6164909,Room203 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72151,Private room,3357,3,67,2022-09-16,0.72,4,12,2,M130001128
2883869,Comfy Studio with Lovely balcony,9360394,Vann Amor,,Adachi Ku,35.79166,139.79285,Entire home/apt,9840,7,4,2020-01-03,0.04,4,83,0,M130004934
3085134,"""HirooHouse""3Rm, 6 guests, 2minWalk/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.65174,139.72175,Entire home/apt,34106,5,127,2022-12-16,1.22,2,113,4,M130003771
6365363,SHITAMACHI BASE/Quiet new apt.room101/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71865,139.81069,Entire home/apt,11429,1,31,2022-12-24,0.34,11,31,5,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
3235958,Experience normal Japan life 1,16241464,Kaori,,Itabashi Ku,35.78156,139.63309,Entire home/apt,5043,1,93,2022-11-20,0.93,2,131,7,M130000056
6374299,AM's House(501)  with a 24-hour co-working space!,30314225,Ryo & Yuri,,Toshima Ku,35.73006,139.73093,Entire home/apt,9571,3,78,2020-01-04,0.85,2,160,0,M130004767
3265059,Factory Roof-Top!,6606987,K & N,,Katsushika Ku,35.73862,139.8515,Private room,5643,1,319,2020-02-24,3.07,3,0,0,M130011982
6380625,Sunny House in a Leafy Street,33088758,Nayu,,Suginami Ku,35.67951,139.64878,Entire home/apt,19857,3,151,2022-12-17,1.64,1,127,6,M130001866
3339222,Experience normal Japan life 2,16241464,Kaori,,Itabashi Ku,35.77932,139.63338,Entire home/apt,5157,1,54,2022-07-18,0.61,2,141,4,M130000055
6439108,Green Apart Right In Shimokitazawa 2min walk!!,10705201,Daisuke,,Setagaya Ku,35.66106,139.66859,Entire home/apt,16571,2,222,2022-12-13,2.41,3,149,16,Hotels and Inns Business Act | 東京都世田谷保健所 | 30世保生環き第339号
3364169,"PIC UP SRVC PROVIDED, 1 MINU TO GROCERY STORE",16973429,Hirano San,,Taito Ku,35.7223,139.80049,Entire home/apt,9000,5,125,2020-03-23,1.22,2,281,0,M130000147
6505073,(4) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,5401,3,218,2022-11-13,2.39,7,213,5,M130006696
3372902,アジアンミックステイストの癒される空間,17018818,Miri,,Meguro Ku,35.61728,139.6679,Entire home/apt,6800,2,137,2022-08-13,1.34,1,208,1,M540000008
6592213,ชอบคนไทยHouse(ห้องแบบญี่ปุ่น),34475322,Masaru,,Machida Shi,35.5872,139.48277,Private room,3500,1,135,2022-12-15,1.48,3,61,10,M130000049
3409030,Shinjuku abode: Discount applied on long term stay,17190614,Shu,,Shinjuku Ku,35.6989,139.69824,Entire home/apt,9200,30,161,2022-12-04,1.56,1,56,3,M130000855
6613961,Room205 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72153,Private room,4000,3,43,2022-12-26,0.47,4,2,4,M130001128
6636522,Cheap & convenient experience in Tokyo center 203,34735989,Shigeru,,Bunkyo Ku,35.71773,139.74374,Private room,5229,2,204,2022-12-26,2.34,5,79,6,M130002660
3427384,Tatoo ok! Onsen of 400 years of history【禅】,13018876,Masakatsu,,Edogawa Ku,35.68374,139.85971,Entire home/apt,7264,2,87,2022-12-26,0.86,2,111,6,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
6646878,near shibuya quiet residential area,34561184,Toshiro & Tanya,,Setagaya Ku,35.65191,139.66968,Private room,9980,1,90,2022-10-13,0.98,4,355,2,M130000233
3514008,Seidokan ．experience the rich history of Japan!,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2800,1,247,2022-11-21,2.53,9,3,13,Hotels and Inns Business Act | 東京都荒川区保健所 | 31荒保衛環へ第１3号
6648293,"High speed internet ,8min walk from JR Osaki",5749679,Sayoko,,Shinagawa Ku,35.61486,139.726,Entire home/apt,4800,2,282,2022-11-14,3.08,2,88,18,Hotels and Inns Business Act | 品川区保健所 | 30品保生環き第51号
6670367,Tokyo Skytree Flat (2 Bedroom)for Family or Couple,31651173,Toshi,,Sumida Ku,35.71285,139.81568,Entire home/apt,9000,1,121,2021-01-12,1.33,1,0,0,M130002289
3563698,Tokyo|Machida|ResidentialArea|Quiet|LongTermStay,11583876,Ken,,Machida Shi,35.58911,139.48023,Entire home/apt,4014,3,113,2022-12-20,1.11,1,228,10,M130000249
3572139,Modern Japanese house w/ garden,15514130,Tomo,,Toshima Ku,35.72784,139.73408,Entire home/apt,22086,3,182,2022-12-04,2.03,1,79,17,M130001001
6719865,Yanesen  Traditional Nagaya house,11025259,Takamitsu,,Taito Ku,35.72024,139.76607,Entire home/apt,16014,3,136,2022-11-13,1.50,1,127,2,M130000440
6749824,1 hour from the airport.,35340956,Yoshio,,Taito Ku,35.7242,139.77766,Private room,4500,1,109,2020-01-28,1.34,2,225,0,M130000164
3606276,＊A＊WIFI/Tranquil Retreat+maisonette near Shinjuku!,9203725,Tokyo,,Suginami Ku,35.67276,139.65976,Private room,19286,2,4,2019-11-27,0.06,15,316,0,Hotels and Inns Business Act | 杉並区杉並保健所 | 30杉保衛環第331号
6785470,DOMUS MUSASHINO -Sakura View-,35525878,Kanako,,Kodaira Shi,35.72576,139.50954,Entire home/apt,5114,5,59,2020-03-31,0.67,1,212,0,M130000194
3623844,Tatoo ok! TOKYO♨ONSEN and ROOM【寿】,13018876,Masakatsu,,Edogawa Ku,35.68358,139.85985,Entire home/apt,6978,2,67,2022-11-13,0.71,2,115,2,Hotels and Inns Business Act | 東京都江戸川区保健所 | 18江衛環01第42号
6800607,#313 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73624,139.63247,Entire home/apt,8674,3,35,2021-01-11,0.38,9,86,0,Hotels and Inns Business Act | 中野区保健所 |  30中環生環第52号
3689244,"Shibuya, near Harajuku 2BR (MDS2BR)",18776800,LiveinAsia,,Shibuya Ku,35.67205,139.67877,Entire home/apt,31000,3,17,2022-12-24,0.17,18,46,4,M130003456
6803014,"Mid-Tokyo, Nature-Rich - Designer""Tiny"" House",35614067,Kan,,Minato Ku,35.63612,139.72575,Entire home/apt,23000,2,146,2022-12-27,1.61,1,196,5,M130002333
3744742,(3) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76105,139.716,Entire home/apt,6751,3,212,2022-08-31,2.12,7,242,2,M130004689
6805147,"最适合家族旅游的新型民宿,期待您的光临！",35623696,巍,,Adachi Ku,35.76922,139.77947,Entire home/apt,20000,2,86,2022-12-20,0.97,1,176,1,M130002089
6812578,"Female,Couple/Less 15min to Shibuya",26386727,Mami,,Shinagawa Ku,35.62302,139.70141,Private room,7514,1,209,2022-12-18,2.33,1,2,24,M130000238
3775528,SHIBUYA12min/Fancy&Warm house,19358663,Mikako,,Setagaya Ku,35.62942,139.63077,Private room,40034,1,83,2020-01-13,0.82,1,175,0,M130001108
3793206,＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室10F B,8142772,Min & Haru,,Shinjuku Ku,35.69847,139.70432,Private room,6136,2,216,2022-11-21,2.13,11,37,7,M130002186
6837981,SHITAMACHI BASE/Quiet new apt.room103/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71848,139.81109,Entire home/apt,11429,1,55,2022-11-09,0.60,11,46,9,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
3814258,apartment hotel TASU TOCO,19611972,岩間,,Suginami Ku,35.70293,139.60045,Entire home/apt,8207,3,180,2022-12-13,1.80,3,191,11,Hotels and Inns Business Act | 杉並区杉並保健所 | 22　杉並第　37960　号
6838363,SHITAMACHI BASE/Quiet new apt.room201/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71893,139.81294,Entire home/apt,11429,1,60,2022-12-26,0.67,11,33,18,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
6838964,SHITAMACHI BASE/Quiet new apt.room202/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.72,139.81074,Entire home/apt,11429,1,51,2022-12-18,0.56,11,18,16,Hotels and Inns Business Act | 東京都墨田区保健所 | 27墨福衛生環第213号
3838856,SHINJUKU ★Designer Pencil House★ Airport Transfer,4626879,Tracey,,Shibuya Ku,35.68245,139.69009,Entire home/apt,25529,1,183,2022-12-23,1.82,5,108,10,M130018884
6856801,Nishi-Ogikubo 1BR Studio Type-B (SSH1BRS-B) 5F,18776800,LiveinAsia,,Suginami Ku,35.70402,139.5977,Entire home/apt,12000,3,49,2022-12-16,0.57,18,31,3,M130002746
3845889,COZY LOFT BEDROOM　#106,19089769,Manami,,Suginami Ku,35.70679,139.6551,Entire home/apt,8500,3,96,2020-03-18,1.17,2,0,0,M130000777
6859825,Room103 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72153,Private room,3429,3,42,2022-12-20,0.46,4,11,2,M130001128
3846001,COZY LOFT BEDROOM #1,19089769,Manami,,Suginami Ku,35.70686,139.65543,Entire home/apt,5500,14,123,2020-03-07,1.22,2,0,0,M130008732
3871442,Nishi-Ogikubo 1BR Roomy (SSH1BRR-S),18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,13000,3,36,2020-02-02,0.36,18,45,0,M130002734
6874108,Shinjuku/Shin-Okubo 5 min Comfy Real Beds [HL4A],269182185,Sumifuku,,Shinjuku Ku,35.70159,139.70653,Entire home/apt,36114,1,149,2022-03-23,1.65,21,17,20,M130001802
3886601,"""Meiji House""4Room,8Guests,WIFI,2min/HIROO Stn.",10415965,Azabu,,Shibuya Ku,35.64966,139.72181,Entire home/apt,40019,5,132,2021-10-30,1.31,2,116,0,M130003789
3920124,"Residential area, Peaceful Traditional House 2",20307199,Hotaka,,Higashimurayama Shi,35.76577,139.44678,Entire home/apt,40034,20,133,2021-06-11,1.43,3,364,0,M130000495
6875368,One hour from the airport.Good access to all,35340956,Yoshio,,Taito Ku,35.72413,139.77771,Private room,5000,1,121,2022-10-10,1.34,2,256,6,M130000164
3925416,【Itokiyoshi】Ningyo-cho 1min walk,20336856,Ito,,Chuo Ku,35.68577,139.78368,Entire home/apt,3000,1,117,2022-09-18,1.16,1,0,5,Hotels and Inns Business Act | 東京都中央区保健所 | 31中保生環き　第95号
6914633,☆KOUENJI 5min / SHINJUKU 9min (Free WiFi) ☆,33705289,Tomomasa,,Suginami Ku,35.70565,139.65262,Entire home/apt,7800,1,230,2022-10-21,2.53,3,264,6,M130001781
3956263,TINY Home in Shibuya Close to Shinjuku,4847803,Best Stay In Tokyo!,,Shibuya Ku,35.67813,139.67913,Entire home/apt,12583,1,90,2022-12-17,0.90,4,41,3,Hotels and Inns Business Act | 渋谷区保健所長 | 31渋建生収第７７０号
6939941,"#301 / 7mins Sta, Small dobule room. convinient",30883070,Takeshi,,Koto Ku,35.68288,139.81552,Private room,8139,1,337,2022-11-06,3.69,32,124,15,Hotels and Inns Business Act | 東京都江東区保健所 | ２８江健生環き第１０４号
4026948,Near Shinagawa Shibuya Haneda,20878710,Daisuke,,Shinagawa Ku,35.60033,139.73415,Private room,6000,4,127,2019-12-31,1.27,1,0,0,M130000543
6975801,"Japanese Modern Studio, 2 stops to Shinjuku (#2)",36396507,Yuka,,Shibuya Ku,35.67681,139.67929,Entire home/apt,10000,1,169,2022-12-17,1.86,6,36,10,Hotels and Inns Business Act | 渋谷区保健所 | 31渋健生収第3881号
7038511,3番伝統日本家屋都内には珍しい东京日本Free Wifi-2,29681737,文娟,,Itabashi Ku,35.76456,139.67015,Private room,8643,1,51,2019-11-11,0.56,5,361,0,M130001805
4047596,Enjoy Central Tokyo Yamanote Life 2BR Condo,6504053,Bryan,,Shinagawa Ku,35.62633,139.7235,Entire home/apt,25000,4,201,2022-12-21,2.00,4,82,5,M130000365
7038739,伝統日本家屋都内には珍しい东京日本Free Wifi,29681737,文娟,,Nerima Ku,35.76455,139.66829,Private room,7800,1,25,2022-12-27,0.28,5,357,1,M130001805
4050925,Airport transfer service&Asakusa traditional house,21004633,Yoshi,,Taito Ku,35.71431,139.79885,Entire home/apt,33571,2,499,2022-12-28,4.97,6,141,18,Hotels and Inns Business Act | 東京都台東区台東保健所 | 30台台健生環き第122号
7057399,102Tokyo JRHiraiSt. take a walk 9minutes apartment,37012733,Mariko,,Edogawa Ku,35.70208,139.84227,Entire home/apt,3500,4,49,2022-07-02,0.60,3,40,3,M130005528
4141228,#211 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73417,139.63328,Entire home/apt,8674,3,75,2022-12-04,0.80,9,85,3,Hotels and Inns Business Act | 中野区保健所 | 30中環生環第52号
4222643,Decoboco hanare,21769906,Decoboco,,Koto Ku,35.6806,139.81931,Entire home/apt,6000,2,310,2022-01-30,3.09,2,0,1,M130015171
7074127,traditional Japanese style house,29606498,Enomoto,,Adachi Ku,35.77725,139.79232,Private room,10000,2,54,2019-11-03,0.60,1,71,0,M130000935
4360718,(2) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta,19152993,Sei,,Kita Ku,35.76094,139.71652,Entire home/apt,7897,3,191,2022-12-11,1.94,7,215,9,M130004688
7123125,Condo 201 (Fully Renovated Flat in Central Tokyo),37312047,Kae,,Minato Ku,35.65681,139.75271,Entire home/apt,21429,30,66,2018-08-15,0.73,4,179,0,M130009797
4388283,Sunny room in residential area in 国分寺 1st Floor,10969488,Como,,Kokubunji Shi,35.70919,139.48074,Private room,3336,2,61,2022-07-26,0.63,3,274,5,M130002755
7136098,☆☆KOUENJI 5min / SHINJUKU 10min Free WiFi ☆☆,33705289,Tomomasa,,Suginami Ku,35.70522,139.65431,Entire home/apt,7800,1,99,2022-12-15,1.09,3,0,5,M130001777
4396219,Nishi-Ogikubo 1BR Twin Type-B (SSH1BRT-B) 2F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,13500,3,33,2022-12-12,0.33,18,53,6,M130002742
7149882,a) 4min walk Ikebukuro/ 78 sqm/ Free wifi/ 8BEDS,29253527,Sato,,Toshima Ku,35.73334,139.70837,Entire home/apt,37200,2,154,2022-12-06,1.71,4,94,16,Hotels and Inns Business Act | 東京都豊島区池袋保健所 | 元豊池保衛環き第81号
4396221,Nishi-Ogikubo 1BR Roomy (SSH1BRR) 5F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,17000,3,23,2021-04-01,0.24,18,0,0,M130002749
4495014,(6) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,5117,3,202,2022-10-21,2.08,7,214,3,M130006697
4540924,"3persons Hino room #2, Shinjuku28min Shibuya38min",23416902,Naga,,Hino Shi,35.68587,139.39428,Entire home/apt,15328,5,35,2020-02-26,0.36,2,364,0,M130008297
